#{"t_start": 1649547155.308617, "env_id": "PongNoFrameskip-v4"}
r,l,t
9.0,2810,715.718643
-6.0,2682,726.534462
17.0,1918,734.437395
14.0,2309,743.769314
19.0,1758,751.07059
-2.0,3340,764.526015
5.0,2948,776.426047
19.0,2163,785.1993
14.0,2407,794.821761
15.0,2346,804.589188
20.0,1626,810.884695
2.0,3557,825.415622
12.0,2475,835.856426
11.0,2420,845.334884
1.0,3525,859.609384
16.0,2201,868.695867
8.0,2402,878.44632
18.0,1736,885.599303
10.0,2514,895.879178
10.0,2722,907.147779
16.0,2342,916.616677
16.0,2199,925.725245
20.0,1562,931.971187
20.0,1626,938.799462
14.0,2078,947.085629
20.0,1626,953.649641
15.0,2146,962.326407
19.0,2127,971.070596
19.0,1633,977.739644
20.0,1623,984.184766
20.0,2004,992.608594
13.0,2571,1003.084193
19.0,1826,1010.52935
6.0,2626,1021.323539
20.0,2072,1029.841382
17.0,1946,1037.675844
18.0,2192,1046.687681
19.0,2136,1055.468473
19.0,1634,1062.186334
19.0,2037,1070.492256
19.0,2184,1079.340159
19.0,1636,1086.029524
20.0,2006,1094.171953
9.0,2973,1106.286746
19.0,2165,1115.070074
19.0,1631,1121.754384
19.0,1635,1128.237892
20.0,2116,1136.858241
4.0,3314,1150.329139
20.0,1997,1158.715455
19.0,1631,1165.105546
17.0,1891,1172.85059
14.0,2135,1181.564937
4.0,3453,1195.798695
19.0,2284,1205.08759
20.0,1992,1213.335517
19.0,2086,1221.74041
19.0,1632,1228.474327
10.0,2350,1238.083138
19.0,1794,1245.232344
20.0,2005,1253.438886
11.0,2721,1264.412057
4.0,3343,1278.153182
19.0,2083,1286.803967
13.0,2353,1296.28153
16.0,2146,1305.018184
16.0,2171,1313.974355
19.0,1694,1320.818359
17.0,1905,1328.596862
18.0,1816,1336.08505
16.0,1811,1343.324844
17.0,1983,1351.563355
19.0,1755,1358.515111
20.0,1657,1365.29198
18.0,1733,1372.412381
9.0,2385,1382.041293
8.0,2936,1394.12795
15.0,2238,1403.251272
18.0,1850,1410.866622
20.0,2011,1419.08889
17.0,2174,1427.899987
20.0,1996,1435.941962
17.0,2174,1444.73881
20.0,2209,1453.755908
19.0,2049,1462.097799
18.0,2057,1470.571487
19.0,2238,1479.459263
15.0,2164,1488.442052
13.0,2256,1497.603848
17.0,2197,1506.400833
18.0,2074,1514.912869
20.0,1567,1521.18992
19.0,1842,1528.747229
19.0,1831,1536.091488
17.0,2202,1545.015523
20.0,1627,1551.726971
3.0,3411,1565.601969
19.0,2136,1574.185548
21.0,1973,1582.380195
9.0,2992,1594.369099
19.0,2134,1603.188484
4.0,3360,1616.928472
4.0,3271,1630.193823
16.0,1966,1638.393004
16.0,1982,1646.166572
18.0,2169,1655.228994
16.0,2005,1663.16845
13.0,2266,1672.491475
19.0,1878,1679.974872
19.0,2149,1688.84362
19.0,1646,1695.376908
18.0,1727,1702.295255
19.0,1856,1710.013514
19.0,1602,1716.512787
16.0,2377,1726.18105
21.0,2112,1734.712199
18.0,1797,1742.088191
17.0,2291,1751.361713
16.0,2015,1759.570856
20.0,1994,1767.495103
18.0,1821,1775.25467
20.0,1995,1783.178984
9.0,2966,1795.124659
19.0,2048,1803.342249
16.0,1814,1810.798495
17.0,1893,1818.446768
20.0,2006,1826.57792
16.0,2046,1834.787412
17.0,1957,1842.636205
16.0,2078,1850.920482
19.0,2105,1859.633911
20.0,1625,1866.089884
17.0,1958,1873.906309
19.0,1625,1880.511218
18.0,1853,1888.114637
16.0,2170,1897.155417
5.0,3313,1910.290093
19.0,1799,1917.733233
19.0,1632,1924.137628
20.0,1621,1930.742116
14.0,2471,1940.778251
17.0,1955,1948.933747
19.0,1750,1956.129372
5.0,3072,1968.588772
13.0,2175,1977.50285
20.0,2067,1985.785516
18.0,2314,1995.402284
20.0,2117,2003.944426
20.0,2171,2012.978241
18.0,1877,2020.517291
9.0,3094,2033.045139
19.0,1769,2040.38668
17.0,1886,2048.003802
19.0,2224,2057.087041
16.0,2181,2066.093913
14.0,2572,2076.571985
20.0,1611,2083.353656
17.0,1885,2090.840438
20.0,2002,2099.169951
17.0,2278,2108.191043
18.0,1790,2115.599584
20.0,1621,2122.173524
20.0,1997,2130.45984
17.0,1766,2137.575323
20.0,1719,2144.773169
20.0,1996,2152.838046
16.0,2415,2162.765608
10.0,2994,2175.040775
8.0,2906,2186.912037
19.0,2159,2195.786351
12.0,2894,2207.584823
4.0,3538,2221.933762
16.0,2462,2232.293004
20.0,2115,2240.728508
16.0,2509,2251.154318
18.0,2306,2260.367288
20.0,1992,2268.625074
19.0,2134,2277.09277
20.0,1627,2283.796763
17.0,2488,2293.796517
15.0,2123,2302.595336
10.0,3078,2315.105988
19.0,2162,2323.882151
20.0,2132,2332.59865
19.0,1757,2339.784616
20.0,1747,2346.755243
18.0,2271,2356.226831
16.0,2463,2366.308268
16.0,2431,2376.011228
13.0,2503,2386.329447
18.0,1753,2393.398446
16.0,2451,2403.648274
13.0,2282,2412.9943
17.0,1761,2419.964709
20.0,1608,2426.735693
20.0,1627,2433.194249
18.0,2172,2442.136725
19.0,2271,2451.25858
19.0,1666,2458.167479
19.0,2194,2467.048034
20.0,2127,2475.755322
19.0,2210,2484.793807
17.0,1974,2493.026417
16.0,2061,2501.461747
19.0,1843,2508.955603
20.0,1622,2515.755283
20.0,1622,2522.157977
10.0,2606,2532.995867
20.0,1722,2539.875254
19.0,1874,2547.672428
18.0,2438,2557.637203
20.0,1623,2564.170205
20.0,1623,2570.735756
19.0,2226,2580.179938
20.0,2149,2588.804897
19.0,2248,2597.964468
19.0,1834,2605.384814
18.0,2168,2614.182321
20.0,1624,2620.672511
20.0,1621,2627.196736
19.0,2195,2636.203055
18.0,1927,2644.025263
20.0,2113,2652.42094
19.0,2136,2661.106505
7.0,3259,2674.291712
19.0,1755,2681.404536
19.0,2133,2689.974485
20.0,2071,2698.50519
19.0,2134,2706.980764
16.0,2306,2716.573939
21.0,2048,2724.643932
20.0,2165,2733.698714
20.0,1625,2740.146582
19.0,1805,2747.642344
20.0,1687,2754.493988
15.0,2761,2765.879321
17.0,1913,2773.667948
18.0,1718,2780.641204
19.0,2436,2790.664151
20.0,2113,2799.455086
20.0,2167,2808.273532
20.0,1596,2814.739453
21.0,2184,2823.723553
20.0,1613,2830.142224
18.0,1807,2837.360868
19.0,1750,2844.299469
18.0,2141,2852.982332
19.0,1972,2860.918641
20.0,1625,2867.458117
18.0,2268,2876.712286
17.0,1972,2884.685031
20.0,1615,2891.348957
14.0,2216,2900.436283
17.0,2570,2910.80627
18.0,2086,2919.244612
19.0,1754,2926.466353
17.0,2336,2935.795981
20.0,2145,2944.738723
20.0,1627,2951.333639
18.0,1942,2959.287569
15.0,2177,2968.167263
19.0,2287,2977.630008
20.0,2003,2985.633837
20.0,2210,2994.835544
20.0,2038,3003.178263
20.0,2186,3011.925359
20.0,1626,3018.507449
20.0,2067,3026.801346
20.0,2133,3035.669653
18.0,2231,3044.76149
20.0,1622,3051.294103
20.0,2127,3059.875851
19.0,2356,3069.579082
19.0,2346,3078.934793
20.0,2068,3087.410604
19.0,2168,3096.305269
13.0,2281,3105.600786
17.0,2584,3116.21798
19.0,2315,3125.717383
20.0,2565,3136.108232
20.0,2004,3144.288232
17.0,1841,3151.755655
21.0,1967,3159.848291
17.0,1853,3167.2901
18.0,2053,3175.750843
15.0,2270,3184.988165
17.0,2651,3196.075956
18.0,2150,3204.946578
17.0,2047,3213.352492
20.0,2264,3222.57978
16.0,2477,3232.928363
20.0,2369,3242.602272
20.0,1594,3249.228588
17.0,2394,3259.063319
20.0,2149,3267.892255
20.0,2134,3276.656377
19.0,2114,3285.079664
20.0,1593,3291.561475
20.0,1613,3298.197692
18.0,2382,3307.908308
20.0,2073,3316.453469
20.0,1619,3323.020021
20.0,2178,3332.104267
20.0,2071,3340.436012
17.0,1949,3348.417161
20.0,1726,3355.282914
20.0,1627,3361.96298
14.0,2613,3372.753294
20.0,2134,3381.537894
20.0,2071,3389.927745
20.0,2071,3398.427235
17.0,1855,3405.951358
18.0,1908,3413.840609
21.0,2532,3424.110913
20.0,2070,3432.623161
16.0,2880,3444.383881
20.0,1683,3451.150253
20.0,1617,3457.753405
18.0,2462,3467.673529
18.0,2843,3479.092705
17.0,2606,3489.66574
20.0,2387,3499.366804
20.0,1614,3506.03119
20.0,1618,3512.709006
20.0,1730,3519.735156
20.0,1897,3527.360785
12.0,2688,3538.566174
20.0,1619,3545.028214
17.0,2743,3556.250885
19.0,2581,3566.737538
20.0,2610,3577.501551
20.0,1749,3584.565732
20.0,2191,3593.429178
19.0,1858,3601.199504
19.0,1766,3608.440712
20.0,2074,3616.938768
20.0,2209,3626.032295
18.0,1918,3633.853873
20.0,1620,3640.624943
20.0,2149,3649.142647
17.0,2033,3657.412323
19.0,1965,3665.459885
17.0,2191,3674.352064
20.0,2194,3683.225346
16.0,2102,3691.704273
15.0,2518,3702.199521
20.0,1615,3708.644034
20.0,2129,3717.421861
18.0,2181,3726.285691
20.0,1614,3732.994582
20.0,1614,3739.343237
18.0,1867,3747.133617
20.0,2068,3755.525267
18.0,2150,3764.242067
20.0,1618,3770.686527
15.0,2175,3779.529323
20.0,2193,3788.420346
17.0,2741,3799.573611
20.0,1616,3806.109044
20.0,1564,3812.479721
20.0,2127,3821.063477
20.0,1805,3828.175812
20.0,1616,3834.692451
18.0,1923,3842.62766
20.0,1710,3849.467273
19.0,1848,3857.202519
13.0,2875,3868.745744
20.0,2174,3877.586057
18.0,1996,3885.641877
17.0,2068,3894.019369
21.0,2527,3904.464226
19.0,2150,3913.093051
18.0,2188,3921.960245
21.0,2530,3932.342226
18.0,1798,3939.5675
21.0,2527,3949.940343
20.0,1750,3957.124448
19.0,2071,3965.653866
20.0,2006,3973.797322
20.0,2479,3984.097353
20.0,2127,3992.777989
20.0,1614,3999.47667
19.0,1721,4006.456132
18.0,2652,4017.59149
19.0,2587,4028.040508
18.0,1777,4035.321968
20.0,1615,4041.845336
16.0,2401,4051.805762
21.0,2528,4061.937421
16.0,2265,4071.435228
19.0,1737,4078.45882
19.0,2464,4088.552271
19.0,2549,4098.876245
19.0,2545,4109.179951
15.0,2070,4117.43348
19.0,2164,4126.356364
20.0,2120,4134.889762
17.0,2034,4143.283445
17.0,2439,4153.25312
20.0,1608,4160.014334
17.0,2181,4168.738389
19.0,1739,4175.764267
19.0,1869,4183.313671
20.0,2005,4191.524348
20.0,2074,4199.811419
20.0,2131,4208.459974
18.0,2147,4217.110563
20.0,1613,4223.753599
19.0,2372,4233.312773
20.0,1619,4240.114117
17.0,1987,4248.08707
21.0,2533,4258.339047
15.0,2356,4268.083709
20.0,2254,4277.117319
20.0,1619,4283.89777
16.0,2716,4294.90003
16.0,1956,4302.88444
21.0,2532,4313.136907
20.0,2068,4321.448401
19.0,2282,4330.845176
18.0,2246,4339.88917
16.0,2221,4349.229624
18.0,2116,4357.761664
15.0,2179,4366.682466
15.0,2438,4376.659356
20.0,1614,4383.247806
20.0,2518,4393.560737
20.0,1746,4400.741486
20.0,1685,4407.773291
20.0,2548,4418.096493
21.0,2532,4428.466825
20.0,1617,4435.009642
20.0,2133,4443.829107
20.0,1614,4450.345589
20.0,2073,4458.750537
19.0,2240,4467.857811
21.0,2453,4477.939913
20.0,1753,4485.000426
18.0,2476,4495.1047
20.0,2488,4505.133124
20.0,2254,4514.428067
18.0,2103,4522.803955
20.0,2326,4532.205428
20.0,1614,4538.860294
20.0,1618,4545.289927
15.0,2567,4555.798671
20.0,1590,4562.257104
18.0,1741,4569.199645
20.0,2316,4578.555891
18.0,1861,4585.967968
21.0,2533,4596.352533
20.0,2052,4604.461102
19.0,1756,4611.866138
19.0,1872,4619.284697
20.0,2188,4628.289471
19.0,1743,4635.458081
21.0,1590,4641.785759
21.0,2050,4650.241699
18.0,1868,4657.769874
20.0,1614,4664.186361
19.0,2087,4672.735065
20.0,1685,4679.613471
20.0,2447,4689.735539
20.0,1615,4696.268809
20.0,2001,4704.494336
20.0,2127,4713.157784
21.0,2529,4723.637816
20.0,1683,4730.588871
19.0,1671,4737.198422
18.0,1822,4744.703815
20.0,2189,4753.676255
19.0,1676,4760.519783
21.0,2528,4770.898833
20.0,2608,4781.528543
21.0,2528,4791.883986
17.0,1988,4799.895268
21.0,2530,4810.150545
20.0,1620,4816.949696
18.0,1861,4824.605852
19.0,2231,4833.712341
21.0,2533,4844.122061
15.0,2885,4855.922573
21.0,2531,4866.312607
19.0,2287,4875.600362
20.0,1617,4882.281148
20.0,1615,4888.700627
19.0,1677,4895.537012
19.0,1741,4902.69168
20.0,1614,4909.094384
19.0,2433,4919.054004
20.0,1616,4925.694206
20.0,2134,4934.15783
20.0,2191,4943.025061
20.0,1616,4949.60117
21.0,2527,4959.97349
19.0,1675,4966.697079
21.0,2531,4976.973941
18.0,1803,4984.314292
21.0,2533,4994.573492
20.0,2490,5004.593375
20.0,2128,5013.429594
20.0,1750,5020.407976
20.0,1617,5027.158977
20.0,1619,5033.722024
20.0,1684,5040.46236
21.0,2532,5050.949743
21.0,2529,5061.121139
17.0,2564,5071.678368
19.0,1743,5078.730075
19.0,1792,5086.181957
20.0,2195,5094.931472
