#{"t_start": 1649547155.3266757, "env_id": "PongNoFrameskip-v4"}
r,l,t
6.0,3301,2268.026416
13.0,2763,2279.008746
20.0,2098,2287.594621
17.0,2306,2296.943488
16.0,2647,2307.801501
20.0,2013,2316.011487
19.0,2131,2324.7089
18.0,1803,2332.010972
16.0,2523,2342.297464
16.0,2137,2351.127546
13.0,2586,2361.59594
20.0,2006,2369.799185
19.0,2134,2378.373338
17.0,1752,2385.686954
21.0,2052,2393.902897
20.0,2003,2402.330314
13.0,2369,2412.051595
19.0,2142,2420.632513
19.0,2130,2429.350978
20.0,1613,2435.888884
18.0,1903,2443.777149
20.0,1662,2450.441095
18.0,1789,2457.742215
17.0,1934,2465.623986
20.0,2015,2473.852884
19.0,2130,2482.652619
20.0,1625,2489.465566
19.0,2133,2497.9912
10.0,2437,2508.004713
17.0,1865,2515.799337
19.0,2271,2525.102327
18.0,1851,2532.569295
19.0,1891,2540.228471
19.0,1771,2547.566732
19.0,2132,2556.144534
18.0,2174,2565.063229
20.0,1627,2571.624778
16.0,1957,2579.899632
20.0,1837,2587.21624
21.0,1681,2594.205068
20.0,1627,2600.660385
9.0,2957,2612.644222
17.0,2030,2620.905869
17.0,2506,2630.99763
19.0,1781,2638.277105
20.0,1622,2644.837255
19.0,2133,2653.505372
19.0,2200,2662.285602
19.0,1631,2668.869434
20.0,1624,2675.679474
19.0,2159,2684.255365
16.0,2526,2694.623397
19.0,1751,2701.701001
19.0,2194,2710.468342
20.0,2129,2719.281414
15.0,2402,2728.910791
19.0,2279,2738.155389
19.0,1819,2745.586307
18.0,1744,2752.765555
19.0,1935,2760.667933
19.0,1669,2767.554594
20.0,1625,2774.18574
20.0,1591,2780.658986
20.0,2129,2789.420945
20.0,1626,2796.128723
19.0,2163,2805.033456
20.0,2224,2814.112979
20.0,2127,2822.810299
19.0,2114,2831.213517
20.0,1590,2837.548463
14.0,2460,2847.342668
18.0,1701,2854.444906
16.0,2603,2864.762547
20.0,1563,2871.159758
18.0,2264,2880.386527
20.0,1624,2887.021281
18.0,1869,2894.611553
19.0,1903,2902.374942
13.0,2495,2912.417298
20.0,2192,2921.518144
19.0,2181,2930.383811
18.0,2525,2940.515873
18.0,2342,2950.218064
19.0,2081,2958.609529
20.0,2050,2967.05788
17.0,1969,2974.909485
17.0,1839,2982.515793
20.0,2041,2990.819067
20.0,2370,3000.614591
20.0,1748,3007.710741
19.0,1843,3015.226865
20.0,1621,3021.740607
19.0,1923,3029.570246
17.0,2178,3038.486219
20.0,1626,3045.052901
19.0,1922,3052.850769
19.0,1636,3059.458557
20.0,2129,3068.244735
20.0,2132,3076.810622
20.0,1624,3083.389368
20.0,2007,3091.6819
20.0,2067,3100.069777
17.0,1768,3107.302627
20.0,1617,3113.859574
20.0,1617,3120.52025
17.0,2527,3130.98209
20.0,1562,3137.249273
19.0,1814,3144.63726
20.0,2160,3153.438542
20.0,2308,3162.88094
13.0,2463,3172.912759
19.0,2469,3182.945334
20.0,1618,3189.634421
20.0,1618,3196.431695
20.0,1563,3202.843641
20.0,2190,3211.770378
16.0,2747,3223.145316
20.0,1616,3229.841214
18.0,1951,3237.795635
20.0,2003,3246.113093
20.0,1974,3254.231783
20.0,1615,3260.960011
20.0,1613,3267.400444
14.0,2186,3276.390821
17.0,2612,3286.972025
17.0,2145,3295.648252
20.0,2360,3305.297836
20.0,2132,3314.25939
20.0,1621,3320.696096
20.0,2006,3328.944864
20.0,1615,3335.573558
11.0,3020,3347.824363
19.0,2113,3356.435555
21.0,2213,3365.519565
19.0,1753,3372.591266
14.0,2328,3382.333531
20.0,1617,3388.840388
19.0,2206,3397.777365
15.0,2208,3406.930488
17.0,2225,3415.918104
19.0,2404,3425.853041
20.0,2129,3434.381085
21.0,1976,3442.600681
19.0,1739,3449.63758
21.0,2528,3459.902183
20.0,1617,3466.446702
17.0,2355,3475.956408
20.0,2133,3484.506109
16.0,2865,3496.221503
20.0,1613,3502.773629
20.0,2071,3511.296274
18.0,1903,3519.079731
20.0,2133,3527.600011
20.0,1626,3534.356221
20.0,1617,3540.995308
19.0,1846,3548.618288
19.0,1843,3556.057083
19.0,1750,3563.018039
17.0,1836,3570.702326
20.0,1617,3577.230638
20.0,2133,3585.934242
20.0,2509,3596.007645
20.0,2133,3604.957858
21.0,2094,3613.412231
20.0,2621,3624.44194
19.0,1631,3631.047399
19.0,1813,3638.518072
20.0,2131,3647.086157
19.0,2391,3656.80363
19.0,2697,3667.881776
10.0,2865,3679.318387
17.0,1921,3687.236414
21.0,2529,3697.570321
19.0,2165,3706.405149
21.0,2533,3716.817905
20.0,2190,3725.67006
19.0,2026,3734.093722
14.0,3051,3746.503731
19.0,2974,3758.474226
21.0,2533,3768.834379
18.0,2227,3777.709708
19.0,1862,3785.356644
20.0,1617,3791.894093
20.0,1614,3798.35368
20.0,1614,3805.003714
20.0,2152,3813.650304
20.0,1931,3821.512584
12.0,2693,3832.221472
20.0,1616,3839.008495
21.0,2529,3849.128833
21.0,2528,3859.408253
21.0,2533,3869.693069
17.0,1988,3877.839483
21.0,2531,3887.980396
18.0,1916,3895.767627
13.0,2187,3904.730646
19.0,1820,3912.132743
18.0,2404,3921.868443
20.0,2610,3932.623675
21.0,2531,3942.902858
18.0,1786,3950.080413
18.0,1783,3957.40052
19.0,2356,3967.145144
20.0,2004,3975.33112
19.0,2211,3984.500467
20.0,2126,3993.178954
19.0,2242,4002.483794
20.0,1566,4008.890551
20.0,2131,4017.845599
19.0,2732,4028.85079
20.0,2128,4037.420541
20.0,2128,4046.184018
14.0,2583,4056.707651
20.0,1617,4063.408623
17.0,1923,4071.369742
20.0,1616,4077.784502
18.0,1966,4085.920679
21.0,2053,4094.232776
19.0,2545,4104.561747
17.0,2033,4112.729004
20.0,1750,4119.780226
20.0,2189,4128.673411
19.0,2512,4139.08676
21.0,2530,4149.345073
14.0,2660,4160.341522
20.0,2459,4170.260446
20.0,1753,4177.333794
19.0,2148,4185.953142
19.0,1740,4193.22741
18.0,1797,4200.428966
19.0,2105,4208.920074
19.0,1893,4216.523038
21.0,2528,4226.909604
20.0,1685,4233.753829
16.0,2109,4242.316843
14.0,2476,4252.497591
19.0,1874,4259.95932
20.0,1751,4267.347072
21.0,2530,4277.459525
21.0,2529,4287.823115
16.0,2192,4296.818584
20.0,1617,4303.365978
20.0,2129,4311.905076
18.0,1881,4319.551195
20.0,2073,4328.19421
20.0,1618,4334.625251
19.0,2069,4343.140347
20.0,1613,4349.854925
20.0,1749,4356.982165
20.0,2188,4365.865172
20.0,2135,4374.665209
17.0,1997,4382.711897
18.0,2241,4391.974622
20.0,2031,4400.191632
20.0,1746,4407.585811
20.0,1618,4413.903507
20.0,2516,4424.476043
19.0,1998,4432.531103
20.0,1616,4439.069802
20.0,2190,4448.064764
21.0,2533,4458.308176
21.0,2531,4468.671408
20.0,1615,4475.24593
20.0,1614,4481.79989
21.0,2050,4489.996136
20.0,2073,4498.525429
20.0,2132,4507.135667
18.0,1933,4515.088305
19.0,1748,4522.147332
20.0,1614,4528.55257
19.0,2645,4539.411222
17.0,1985,4547.300307
18.0,1864,4554.988005
19.0,1737,4562.105165
20.0,1752,4569.08437
20.0,2189,4577.919355
20.0,2131,4586.43155
20.0,1615,4593.071421
20.0,1613,4599.493154
21.0,2451,4609.384581
21.0,2527,4619.713404
20.0,1622,4626.529161
18.0,2120,4635.070376
21.0,2533,4645.445145
18.0,1863,4652.853885
19.0,1740,4659.965736
15.0,2152,4668.666719
21.0,2530,4678.982642
20.0,1618,4685.665683
20.0,1613,4692.319441
20.0,2190,4701.189879
20.0,1688,4708.184418
20.0,2188,4717.054842
13.0,2431,4727.021367
20.0,2212,4735.943341
20.0,2132,4744.768799
21.0,2090,4753.278375
21.0,2529,4763.687935
17.0,1907,4771.469097
20.0,1564,4777.722479
20.0,1618,4784.522302
20.0,1752,4791.591087
20.0,1751,4798.711765
18.0,1931,4806.602004
21.0,2533,4817.022463
20.0,1617,4823.804188
20.0,1619,4830.238474
20.0,1749,4837.432027
20.0,2253,4846.678224
19.0,1816,4854.241264
19.0,2262,4863.251475
20.0,2258,4872.555425
21.0,2532,4883.065069
20.0,1616,4889.378571
19.0,1763,4896.666655
20.0,2280,4905.883756
20.0,1616,4912.387438
20.0,2131,4921.172649
21.0,2527,4931.390009
19.0,2415,4941.175598
20.0,1614,4947.622837
21.0,2531,4957.867534
20.0,1684,4964.762086
19.0,2499,4974.961357
19.0,2456,4984.860366
20.0,2196,4993.802176
18.0,2565,5004.096785
20.0,2195,5013.142225
21.0,2527,5023.513093
21.0,2528,5033.899487
19.0,1745,5040.704501
20.0,1616,5047.54861
20.0,1703,5054.381124
20.0,1685,5061.203377
20.0,2189,5070.122
20.0,2296,5079.44697
19.0,1740,5086.851444
21.0,2527,5096.880757
