#{"t_start": 1649547155.2830293, "env_id": "PongNoFrameskip-v4"}
r,l,t
18.0,1888,2270.576883
16.0,1988,2278.374781
16.0,2442,2288.482236
19.0,1726,2295.384
19.0,1770,2302.734898
18.0,2138,2311.340929
18.0,1801,2318.829864
20.0,1620,2325.341724
21.0,2095,2334.039654
4.0,3355,2347.627173
20.0,1621,2354.324285
20.0,1621,2360.775954
20.0,1994,2369.079159
17.0,2099,2377.427524
7.0,3187,2390.500377
19.0,2171,2399.536962
5.0,3573,2414.105366
16.0,2047,2422.541401
19.0,1664,2429.226556
18.0,2230,2438.348349
18.0,1942,2446.107601
19.0,2060,2454.589089
19.0,1729,2461.616235
19.0,2163,2470.468097
15.0,2362,2480.019445
19.0,2180,2489.180392
20.0,2177,2497.980966
20.0,1623,2504.720124
18.0,1748,2511.651618
20.0,2110,2520.504346
19.0,1781,2527.864427
20.0,2145,2536.60044
20.0,2131,2545.255012
20.0,1623,2551.912393
20.0,1626,2558.572857
20.0,1623,2565.125898
18.0,2212,2574.149527
19.0,2225,2583.368992
17.0,2076,2591.772299
18.0,1908,2599.547671
20.0,2099,2608.004751
18.0,1908,2615.784336
11.0,2878,2627.463423
18.0,2278,2636.597476
20.0,2086,2645.159183
18.0,2356,2654.613101
18.0,1895,2662.227279
20.0,1801,2669.456357
19.0,2130,2678.280949
19.0,2229,2687.173731
20.0,1723,2694.205159
18.0,1717,2701.255096
19.0,2130,2709.689575
18.0,2281,2719.097911
19.0,1622,2725.554619
20.0,2144,2734.522389
19.0,2160,2743.179408
20.0,1626,2749.894203
16.0,2507,2760.070364
21.0,2052,2768.664901
19.0,1625,2775.186966
15.0,2173,2784.069303
14.0,1970,2792.274982
19.0,1773,2799.531911
18.0,1893,2807.270026
11.0,3087,2819.798302
19.0,1770,2826.92359
20.0,2008,2834.891185
16.0,2443,2844.751319
18.0,1924,2852.509096
17.0,1916,2860.24975
19.0,2137,2868.914998
19.0,2211,2877.832977
20.0,2054,2886.297435
19.0,2133,2895.005295
18.0,1938,2902.885178
11.0,2747,2914.039147
21.0,2213,2923.070361
18.0,1925,2930.936611
20.0,1590,2937.349831
18.0,1779,2944.630396
20.0,2012,2952.783304
14.0,2813,2964.359086
20.0,1622,2970.867325
21.0,2094,2979.50534
18.0,1784,2986.66847
20.0,1565,2993.181074
19.0,1751,3000.282022
20.0,2207,3009.258959
20.0,2134,3017.962999
20.0,2144,3026.569622
20.0,1621,3033.35178
20.0,2037,3041.38575
20.0,2071,3049.997163
20.0,2129,3058.545858
19.0,2193,3067.532193
20.0,2205,3076.557178
20.0,2035,3084.742173
18.0,1841,3092.299712
17.0,2269,3101.641532
19.0,2194,3110.395963
19.0,1980,3118.624169
20.0,1613,3125.212131
18.0,2392,3134.890218
20.0,2069,3143.282231
19.0,1751,3150.47505
20.0,1615,3157.147801
17.0,1883,3164.720701
20.0,2003,3173.016723
19.0,2258,3182.161083
20.0,1619,3188.820192
20.0,1582,3195.52769
19.0,2225,3204.624808
12.0,2832,3216.35182
19.0,2243,3225.548621
20.0,2127,3234.342563
20.0,2069,3242.755254
20.0,2129,3251.580068
20.0,2128,3260.39841
21.0,1972,3268.488268
20.0,1612,3275.123481
17.0,2099,3283.514262
18.0,1788,3290.692523
19.0,1694,3297.710386
20.0,1613,3304.269353
20.0,2004,3312.494897
20.0,2129,3321.175795
20.0,2067,3329.710829
20.0,2129,3338.398597
15.0,2246,3347.436659
20.0,2130,3356.118749
20.0,2266,3365.465206
20.0,1615,3371.991551
20.0,1619,3378.646211
20.0,1616,3385.326909
20.0,2071,3393.830225
19.0,2192,3402.719785
17.0,1932,3410.675817
16.0,2144,3419.417177
19.0,2406,3429.314143
20.0,1617,3435.736066
14.0,2614,3446.609693
20.0,2339,3456.024049
20.0,1706,3462.86228
21.0,2527,3473.013707
18.0,2349,3482.591229
16.0,2588,3493.115813
20.0,2577,3503.636696
19.0,2649,3514.513129
15.0,2177,3523.348123
16.0,2580,3533.859724
16.0,2525,3544.125425
20.0,2330,3553.756624
18.0,2248,3562.798201
18.0,2563,3573.375312
18.0,2009,3581.39866
18.0,1906,3589.236648
20.0,2248,3598.419995
20.0,2067,3607.008968
20.0,2006,3615.113232
20.0,1592,3621.842376
20.0,2196,3630.740035
20.0,1610,3637.497266
21.0,2531,3647.632485
20.0,1616,3654.295224
10.0,2872,3665.812803
19.0,1924,3673.633468
17.0,2485,3683.818601
18.0,2261,3692.867545
20.0,1614,3699.649493
20.0,2388,3709.479115
20.0,2133,3718.063791
20.0,1750,3725.130348
20.0,2188,3734.256681
20.0,1616,3740.771976
17.0,1950,3748.828526
10.0,2973,3760.704043
20.0,2129,3769.436133
20.0,2133,3777.915968
21.0,2532,3788.290096
20.0,1614,3794.850217
20.0,2252,3804.031547
18.0,2092,3812.46945
21.0,2530,3822.659086
17.0,2326,3832.006892
13.0,2729,3843.096935
20.0,1891,3850.725194
19.0,1654,3857.528084
19.0,2034,3865.687377
20.0,1617,3872.379462
18.0,2248,3881.406065
18.0,2299,3890.733038
19.0,2085,3899.275581
15.0,2461,3909.290255
20.0,1746,3916.458785
17.0,2059,3924.696318
21.0,2530,3934.967874
20.0,1680,3941.953471
17.0,2181,3950.87284
17.0,1986,3958.979297
19.0,2627,3969.768562
19.0,1993,3977.945294
20.0,2324,3987.454416
20.0,2002,3995.773343
19.0,1751,4002.988419
18.0,1745,4010.06401
20.0,1617,4016.956707
20.0,2134,4025.447873
20.0,1617,4032.147803
20.0,1615,4038.660541
20.0,2223,4047.836913
19.0,1634,4054.443232
20.0,2071,4062.89086
20.0,1561,4069.334962
16.0,2223,4078.327203
18.0,1786,4085.635463
19.0,2105,4094.255408
20.0,1615,4100.708179
19.0,1633,4107.310742
12.0,3014,4119.604438
19.0,1769,4126.742567
18.0,2429,4136.5733
14.0,2981,4148.896122
20.0,2193,4158.007142
20.0,2360,4167.388608
20.0,1618,4174.126502
19.0,2304,4183.392571
19.0,2569,4193.887011
19.0,1670,4200.587248
20.0,2067,4208.94417
17.0,2269,4218.189324
20.0,2206,4227.124507
19.0,1801,4234.459266
20.0,2130,4243.284292
20.0,2612,4253.767905
18.0,1845,4261.220624
16.0,1902,4269.113906
20.0,2611,4279.759332
20.0,2087,4288.252425
21.0,1976,4296.269575
19.0,2100,4304.830383
20.0,1648,4311.349761
20.0,2450,4321.392735
14.0,2298,4330.838154
20.0,2214,4339.78364
20.0,1613,4346.54512
19.0,1751,4353.653552
20.0,1618,4360.204022
19.0,1664,4367.131252
21.0,2530,4377.472344
19.0,1663,4384.283203
20.0,2130,4392.976757
20.0,1696,4399.816061
20.0,2218,4409.133936
20.0,2132,4417.691117
18.0,1874,4425.525458
21.0,2532,4435.702974
21.0,2049,4444.225692
20.0,2127,4452.767081
20.0,2192,4461.874883
20.0,2134,4470.326085
18.0,1820,4477.761293
18.0,2179,4486.612403
21.0,2050,4494.912665
20.0,2128,4503.637903
21.0,1574,4509.928923
19.0,2166,4518.699193
20.0,2132,4527.408237
18.0,1994,4535.449533
11.0,2976,4547.562772
18.0,1861,4555.126631
21.0,2528,4565.3248
20.0,1682,4572.100305
20.0,1751,4579.270639
19.0,2210,4588.104131
20.0,2130,4596.789835
16.0,2268,4605.705656
20.0,2129,4614.658336
20.0,2156,4623.306488
20.0,2127,4632.118096
21.0,2528,4642.260479
17.0,2091,4650.825589
21.0,2530,4661.078992
18.0,2662,4671.819169
19.0,2147,4680.576277
20.0,2002,4688.874015
20.0,2001,4697.027306
20.0,2500,4707.25808
21.0,2530,4717.60462
20.0,2192,4726.591566
21.0,2532,4736.846628
16.0,1913,4744.766264
16.0,2044,4753.092995
20.0,1619,4759.843201
20.0,1684,4766.59114
21.0,2527,4776.833035
19.0,2275,4786.228135
21.0,2531,4796.591378
20.0,2130,4805.263468
20.0,1614,4811.814259
20.0,2249,4821.150557
20.0,1615,4827.659096
16.0,2664,4838.564548
19.0,1868,4846.357176
20.0,1613,4853.010049
18.0,1878,4860.618947
20.0,2504,4870.664589
16.0,1962,4878.842364
18.0,1827,4886.282458
21.0,2533,4896.579728
20.0,1753,4903.59953
19.0,1631,4910.183342
20.0,1614,4916.831772
20.0,2504,4926.98258
20.0,2570,4937.281525
20.0,1683,4944.225864
20.0,2133,4952.700248
20.0,2194,4961.72388
21.0,2527,4971.951134
18.0,1748,4979.169739
21.0,2531,4989.192846
18.0,1784,4996.620216
19.0,1831,5003.995291
20.0,1686,5010.86637
20.0,1613,5017.456006
21.0,2532,5027.91835
21.0,2049,5036.159577
19.0,1739,5043.328231
20.0,1685,5050.284923
19.0,2212,5059.087141
20.0,1687,5065.960511
14.0,2099,5074.700625
21.0,2513,5084.824223
20.0,2576,5095.204126
