#{"t_start": 1649547155.3266757, "env_id": "PongNoFrameskip-v4"}
r,l,t
20.0,2119,1459.753039
20.0,1626,1466.543669
17.0,2316,1475.913758
18.0,1813,1483.272273
14.0,2648,1494.089482
20.0,1566,1500.503643
19.0,1868,1508.077706
18.0,1845,1515.493109
16.0,1898,1523.115785
15.0,2069,1531.616179
18.0,2217,1540.606837
17.0,1953,1548.659976
20.0,1664,1555.219951
9.0,3018,1567.553313
5.0,3317,1581.109415
17.0,2308,1590.322542
16.0,1999,1598.582941
18.0,1712,1605.54751
18.0,1792,1612.826049
12.0,2684,1623.947623
19.0,2134,1632.536675
19.0,2135,1641.242985
16.0,1914,1648.821433
-5.0,2862,1660.635639
19.0,1774,1667.658881
18.0,2406,1677.553968
16.0,2465,1687.601506
20.0,2114,1696.037214
17.0,1938,1703.929984
-1.0,3450,1718.035971
18.0,2112,1726.667296
20.0,1718,1733.614967
17.0,1816,1740.969348
17.0,2338,1750.488563
16.0,1933,1758.317044
19.0,2160,1766.991766
20.0,2064,1775.728895
20.0,2125,1784.185663
17.0,1783,1791.460014
16.0,2251,1800.531451
19.0,1755,1807.696356
19.0,2167,1816.356945
15.0,2091,1824.904794
17.0,1950,1832.620701
20.0,1624,1839.077746
19.0,2149,1847.705986
19.0,2214,1856.624321
16.0,1804,1864.097087
19.0,1654,1870.644568
20.0,1624,1877.317784
15.0,1911,1885.057284
19.0,1625,1891.608008
18.0,1943,1899.721367
21.0,1648,1906.251773
19.0,2225,1915.307881
19.0,1632,1921.856471
19.0,1706,1928.694318
20.0,2087,1937.252727
18.0,1938,1945.236123
18.0,1694,1952.24522
8.0,2426,1962.179111
19.0,2126,1970.604593
14.0,2187,1979.574113
20.0,1621,1986.164105
19.0,1825,1993.813713
19.0,2103,2002.189419
18.0,2166,2011.331735
20.0,1990,2019.106448
19.0,1769,2026.559713
20.0,2004,2034.485256
19.0,2135,2043.365746
20.0,2116,2051.95559
19.0,2170,2060.854623
19.0,2171,2069.798233
20.0,2054,2078.187402
18.0,1959,2086.255587
12.0,2757,2097.331467
20.0,1724,2104.447167
20.0,2069,2112.822015
20.0,1711,2119.769501
13.0,2493,2130.04947
20.0,1563,2136.433038
14.0,2457,2146.462162
16.0,2075,2154.887726
19.0,1772,2162.27158
19.0,1774,2169.53671
20.0,1627,2176.125541
19.0,2274,2185.524477
20.0,1682,2192.480678
16.0,2098,2200.976948
17.0,1748,2208.163611
18.0,2160,2216.957078
15.0,2448,2227.103922
17.0,2240,2236.161772
17.0,2366,2245.884596
6.0,3240,2258.93907
10.0,3003,2271.208994
17.0,1991,2279.141473
18.0,1799,2286.580709
17.0,1768,2293.689371
20.0,2115,2302.346581
20.0,1615,2308.901313
19.0,2136,2317.71767
19.0,1653,2324.375308
20.0,2005,2332.580476
20.0,2063,2340.941935
20.0,2007,2349.198587
18.0,1802,2356.62213
16.0,2115,2365.17633
14.0,2047,2373.487783
18.0,1915,2381.293081
15.0,2010,2389.50596
16.0,2374,2399.349579
10.0,2992,2411.612415
15.0,2384,2421.292582
19.0,2239,2430.33357
20.0,1565,2436.664146
19.0,1702,2443.758559
19.0,1722,2450.619692
17.0,2520,2460.986972
16.0,2416,2470.777984
20.0,1723,2477.875196
18.0,1973,2485.971418
13.0,2348,2495.683676
20.0,2008,2503.750426
20.0,1627,2510.43437
19.0,2258,2519.847182
12.0,2514,2530.042234
19.0,2213,2539.076251
19.0,2135,2547.841401
18.0,2184,2556.67435
20.0,1622,2563.42891
13.0,2383,2573.126812
19.0,2373,2582.891588
20.0,2113,2591.522588
19.0,2134,2600.110058
13.0,2640,2610.893277
16.0,2537,2621.20357
19.0,1728,2628.086178
20.0,2145,2636.820342
19.0,1819,2644.194232
20.0,2031,2652.327863
15.0,2541,2662.620069
20.0,2130,2671.065958
19.0,1727,2678.325355
19.0,1770,2685.469856
19.0,1724,2692.321112
20.0,1626,2699.047885
18.0,2106,2707.423169
20.0,2132,2716.360879
18.0,2270,2725.361305
19.0,2195,2734.500104
19.0,2212,2743.31075
19.0,1649,2750.210121
20.0,2038,2758.426543
20.0,2111,2767.121496
10.0,2975,2779.271978
16.0,2203,2788.377904
19.0,1770,2795.632467
20.0,2174,2804.563981
20.0,1615,2811.112033
15.0,2083,2819.533299
19.0,2252,2828.716214
19.0,2225,2837.579968
19.0,2137,2846.155537
20.0,1719,2853.12207
18.0,2269,2862.27283
19.0,1722,2869.158444
17.0,2477,2879.325534
17.0,2167,2888.290917
16.0,2342,2897.692406
19.0,2067,2906.222719
18.0,1844,2913.708095
18.0,2424,2923.391604
20.0,1996,2931.604505
19.0,2164,2940.374873
20.0,2189,2949.364753
20.0,1621,2956.034558
16.0,2736,2967.154845
15.0,2231,2976.178507
15.0,2785,2987.551854
20.0,1617,2994.26452
20.0,1811,3001.65308
20.0,1626,3008.228482
18.0,2057,3016.699459
20.0,1621,3023.145451
15.0,2624,3033.943112
20.0,2266,3042.976318
20.0,2072,3051.584959
16.0,2613,3062.212381
20.0,2073,3070.59075
21.0,2114,3079.161569
18.0,2222,3088.134284
19.0,1641,3094.816795
16.0,2114,3103.447031
19.0,1754,3110.519293
20.0,2057,3119.095471
18.0,2305,3128.511202
20.0,2131,3137.259395
19.0,2329,3146.674104
17.0,1850,3154.182003
14.0,2350,3163.864698
15.0,2343,3173.531866
16.0,2091,3181.823457
18.0,1979,3190.147468
19.0,2182,3199.184667
17.0,2271,3208.498951
17.0,1959,3216.684574
17.0,2356,3226.211457
19.0,2616,3237.107347
13.0,2575,3247.627211
19.0,1748,3254.828314
19.0,1712,3262.015619
20.0,2204,3270.941334
18.0,1883,3278.696178
16.0,1975,3286.520753
19.0,2166,3295.41688
19.0,2060,3303.810513
20.0,1671,3310.698702
18.0,2217,3319.739331
20.0,2071,3328.279151
19.0,1841,3335.862166
18.0,1934,3343.736977
19.0,2645,3354.445079
20.0,1616,3360.972426
16.0,2477,3371.18089
20.0,2209,3380.238843
20.0,2609,3390.937636
17.0,2218,3399.916273
20.0,1704,3406.96018
20.0,2579,3417.383198
19.0,1897,3425.258165
20.0,2128,3433.819365
20.0,2041,3442.192214
19.0,2647,3452.964828
20.0,1618,3459.642009
19.0,1804,3466.881715
13.0,2515,3476.983458
17.0,2266,3486.053729
19.0,2243,3495.298286
18.0,2025,3503.553902
18.0,2089,3512.14898
19.0,1839,3519.620878
19.0,1770,3526.735834
18.0,2194,3535.917826
20.0,2507,3545.969648
20.0,1810,3553.527261
20.0,1562,3559.663399
18.0,2223,3568.757398
20.0,1616,3575.41428
20.0,1705,3582.373091
20.0,2132,3591.160142
17.0,2179,3600.018408
20.0,2506,3610.311588
20.0,2006,3618.611739
20.0,1614,3625.186805
20.0,1609,3631.722117
18.0,1799,3639.154737
20.0,1751,3646.331914
20.0,1617,3652.888566
18.0,2429,3662.701471
18.0,1805,3670.059543
20.0,1708,3677.024727
21.0,2573,3687.508698
20.0,2050,3695.82752
20.0,1993,3703.899093
21.0,2533,3714.313277
20.0,1613,3720.946191
20.0,1618,3727.50652
17.0,1850,3735.116548
20.0,2132,3743.646446
11.0,3223,3756.867753
21.0,2455,3766.887223
19.0,1858,3774.268904
20.0,1644,3780.930132
15.0,2489,3791.061496
17.0,2408,3800.84861
20.0,2129,3809.391462
10.0,2588,3819.968101
19.0,1954,3827.633026
20.0,2485,3837.990898
20.0,2191,3846.616412
20.0,1616,3853.297919
20.0,2132,3861.887971
19.0,1877,3869.573562
20.0,1619,3876.131603
20.0,1750,3883.169172
20.0,1616,3889.750107
18.0,2054,3898.176203
21.0,2528,3908.411521
14.0,2432,3918.255163
20.0,2312,3927.60854
20.0,1819,3935.145756
20.0,1563,3941.529565
20.0,1609,3948.036998
21.0,2560,3958.538676
20.0,1685,3965.523485
18.0,2235,3974.687031
20.0,2672,3985.634553
19.0,2112,3994.305386
18.0,2122,4003.095749
20.0,2019,4011.463347
20.0,1616,4018.146933
20.0,1567,4024.389709
20.0,2128,4033.230746
17.0,2029,4041.358658
19.0,2660,4052.357791
17.0,2149,4060.973377
20.0,2002,4069.303331
20.0,2002,4077.406108
20.0,2578,4088.063129
20.0,1751,4095.220394
20.0,2070,4103.529522
19.0,1636,4110.020109
19.0,2103,4118.611066
20.0,1752,4125.810093
21.0,2160,4134.418068
18.0,1895,4142.328047
20.0,1565,4148.595081
18.0,2199,4157.839657
18.0,2362,4167.229499
20.0,2132,4176.04599
18.0,1768,4183.040869
20.0,1748,4190.220862
18.0,1779,4197.381289
17.0,1805,4204.718152
18.0,1996,4212.882488
19.0,1805,4220.259555
19.0,1831,4227.577248
20.0,2190,4236.628675
20.0,1613,4243.21625
20.0,2191,4252.065046
20.0,2131,4260.632828
19.0,2151,4269.520761
20.0,2625,4280.265307
18.0,2184,4289.108793
16.0,2765,4300.289374
16.0,2116,4308.846009
20.0,2342,4318.445988
20.0,2130,4327.135119
20.0,2132,4335.834424
19.0,1654,4342.610958
20.0,2578,4353.143145
20.0,2177,4361.883093
15.0,2584,4372.873491
19.0,1805,4379.994614
17.0,2508,4390.413011
19.0,2282,4399.547288
21.0,2531,4410.111022
19.0,1809,4417.387197
20.0,1751,4424.779473
20.0,2133,4433.254529
21.0,2529,4443.726571
20.0,2190,4452.586861
19.0,2586,4463.129462
19.0,1737,4470.134706
20.0,1614,4476.716029
20.0,2193,4485.709211
18.0,1836,4492.910161
20.0,1617,4499.597602
20.0,1686,4506.49407
17.0,1918,4514.398126
20.0,1684,4521.150372
20.0,2132,4529.611415
20.0,2069,4538.238762
16.0,2305,4547.460902
21.0,2530,4557.734644
20.0,2133,4566.327796
20.0,1640,4572.952286
20.0,1619,4579.50411
19.0,1673,4586.101259
18.0,1887,4593.827612
18.0,1994,4601.873281
19.0,1871,4609.41558
20.0,1614,4616.146174
18.0,2072,4624.545404
20.0,2042,4632.972886
15.0,2288,4642.143357
21.0,2532,4652.512258
20.0,1614,4658.929539
16.0,2030,4667.193023
20.0,1618,4673.737223
20.0,2189,4682.721153
19.0,2469,4692.925994
20.0,1685,4699.781062
18.0,1933,4707.693668
15.0,2516,4717.984772
20.0,2192,4726.970786
21.0,2530,4737.233849
16.0,1942,4745.243418
19.0,2535,4755.699994
19.0,1858,4763.17464
20.0,2195,4772.120604
18.0,1885,4779.83349
20.0,2195,4788.954512
20.0,2606,4799.543121
19.0,2100,4808.017567
20.0,1615,4814.79576
20.0,2072,4823.24159
20.0,1650,4829.980444
20.0,1619,4836.54151
17.0,2040,4844.97667
19.0,1664,4851.900312
20.0,1615,4858.337147
21.0,2531,4868.589118
17.0,1949,4876.672849
21.0,2530,4886.905682
19.0,1813,4894.369886
20.0,1616,4900.906315
20.0,2128,4909.480541
20.0,2195,4918.469959
20.0,1618,4925.113643
20.0,2194,4933.873019
20.0,2128,4942.435973
20.0,1680,4949.199583
20.0,2132,4957.88743
20.0,1683,4964.777559
20.0,1685,4971.413371
21.0,2141,4980.28742
21.0,2532,4990.541339
19.0,1752,4997.735785
19.0,1846,5005.085444
20.0,2189,5014.105278
18.0,1886,5021.820825
19.0,1671,5028.759268
19.0,2110,5037.152493
21.0,2531,5047.620092
20.0,2254,5056.795085
21.0,2529,5067.021333
20.0,2252,5076.249179
21.0,2532,5086.756506
20.0,2515,5096.633077
