#{"t_start": 1649547155.305801, "env_id": "PongNoFrameskip-v4"}
r,l,t
18.0,1794,1796.262628
19.0,1726,1803.1405
20.0,1996,1811.277672
20.0,1567,1817.659057
18.0,1909,1825.298616
18.0,1910,1832.978171
18.0,2259,1842.064019
15.0,1991,1850.102166
14.0,2485,1860.2267
20.0,2128,1868.790851
19.0,1710,1875.508377
19.0,2134,1884.335542
19.0,2107,1892.852732
19.0,2083,1901.405038
15.0,2409,1911.050574
18.0,2211,1919.999792
13.0,2555,1930.280457
18.0,1730,1937.528359
20.0,2004,1945.670234
-11.0,2286,1955.094449
5.0,3294,1968.457516
20.0,1563,1974.830873
17.0,1868,1982.365239
20.0,2053,1990.922687
17.0,2245,1999.894617
18.0,1810,2007.504936
17.0,1799,2014.712442
18.0,1785,2021.847678
19.0,1693,2028.955318
12.0,2730,2039.990397
20.0,1621,2046.716438
20.0,2098,2055.173815
20.0,2007,2063.506842
19.0,1726,2070.49014
20.0,2093,2079.007163
19.0,2163,2087.908368
19.0,2135,2096.634217
17.0,1889,2104.362257
17.0,1943,2112.238313
19.0,2130,2120.832685
6.0,3046,2133.366637
18.0,1785,2140.654479
20.0,2176,2149.579717
20.0,1618,2156.284411
17.0,1811,2163.67848
19.0,1771,2170.932917
18.0,1877,2178.652986
14.0,2087,2187.204149
20.0,2032,2195.489845
16.0,2032,2203.770144
20.0,2118,2212.332075
-6.0,2909,2224.324116
20.0,1622,2230.936958
20.0,2014,2239.169748
3.0,3111,2251.919795
15.0,2639,2262.724073
17.0,1879,2270.396615
19.0,1751,2277.246672
14.0,2168,2286.122879
18.0,1947,2293.954064
20.0,2212,2303.142306
19.0,1890,2310.625139
20.0,1992,2318.985945
20.0,2129,2327.586604
20.0,1622,2334.270429
19.0,1795,2341.470964
14.0,2876,2353.493237
20.0,2146,2362.002485
20.0,1563,2368.539331
20.0,2061,2376.762526
12.0,2550,2387.22458
20.0,2158,2395.989196
19.0,2199,2405.225374
16.0,2406,2414.851677
19.0,1684,2421.822668
18.0,2146,2430.466283
19.0,2057,2438.922713
18.0,1847,2446.40238
17.0,2366,2456.033339
20.0,1724,2463.043227
19.0,2222,2472.253022
19.0,2133,2480.874264
19.0,2133,2489.768605
20.0,2063,2498.100325
19.0,2130,2506.860008
16.0,2330,2516.562122
20.0,1621,2523.033679
19.0,1720,2530.089005
20.0,1625,2536.741832
18.0,1878,2544.459815
18.0,2219,2553.522331
20.0,1625,2560.207695
20.0,1623,2566.642466
14.0,2743,2578.230315
20.0,1623,2584.55696
20.0,2069,2593.056736
20.0,2176,2601.764027
19.0,2137,2610.552508
20.0,1625,2617.179366
17.0,2145,2625.895358
18.0,2167,2634.57177
15.0,2373,2644.230466
18.0,1756,2651.289753
20.0,2096,2659.74686
20.0,1625,2666.206472
17.0,2612,2676.963314
19.0,1941,2684.746377
19.0,2132,2693.422119
20.0,2095,2701.939848
19.0,1671,2708.508175
20.0,1747,2715.9182
19.0,2225,2724.671461
20.0,1618,2731.575014
21.0,2051,2739.671479
18.0,1912,2747.608953
18.0,2369,2757.12225
20.0,2113,2765.984315
16.0,1755,2773.138369
20.0,2145,2781.870714
17.0,2268,2791.206153
19.0,1815,2798.700411
20.0,2377,2808.514904
20.0,1597,2814.869849
19.0,1703,2821.866883
18.0,1925,2829.626294
15.0,2335,2838.939683
16.0,2631,2849.408643
21.0,2054,2857.748744
19.0,2349,2867.244402
18.0,2269,2876.432096
14.0,2721,2887.762269
18.0,2194,2896.514598
17.0,1961,2904.57906
19.0,1627,2911.165447
20.0,1618,2917.707596
17.0,1761,2924.820593
17.0,1847,2932.444824
19.0,2203,2941.340202
20.0,2135,2950.054266
19.0,2119,2958.694986
20.0,2148,2967.56174
17.0,2052,2975.89306
19.0,1629,2982.486845
19.0,1720,2989.466705
20.0,1622,2996.295528
19.0,1947,3004.257641
20.0,2228,3013.22915
20.0,2074,3021.509411
20.0,2091,3030.191839
17.0,2179,3039.008767
18.0,2362,3048.489491
20.0,1623,3055.26808
14.0,2635,3065.835724
20.0,2068,3074.323505
15.0,2531,3084.601682
20.0,2145,3093.329779
18.0,2283,3102.709425
17.0,2002,3110.658893
20.0,2031,3119.159217
17.0,1973,3127.254173
20.0,2157,3135.910543
20.0,1615,3142.556294
18.0,2286,3151.871241
15.0,2169,3160.909944
19.0,2167,3169.554689
18.0,1778,3177.059449
20.0,1618,3183.485448
20.0,2070,3192.044358
20.0,1613,3198.747327
19.0,2409,3208.628027
17.0,2762,3220.065224
19.0,2090,3228.677013
20.0,1617,3235.354307
14.0,2163,3244.276642
19.0,2163,3253.187646
20.0,1613,3259.841754
3.0,3199,3272.969054
16.0,2254,3282.043936
18.0,1848,3289.518456
19.0,1714,3296.5776
20.0,1618,3303.153741
19.0,2191,3312.194577
20.0,1626,3318.770565
17.0,1865,3326.448442
20.0,2193,3335.433132
18.0,2204,3344.379566
20.0,1615,3351.030363
19.0,1633,3357.503387
20.0,1617,3364.161327
20.0,2217,3373.356628
20.0,2072,3381.86412
20.0,2134,3390.447211
19.0,2776,3401.774419
20.0,1615,3408.44186
19.0,2159,3417.107203
20.0,2132,3426.009898
20.0,2127,3434.62038
17.0,2566,3445.256837
21.0,1975,3453.086375
21.0,2529,3463.344131
19.0,1696,3470.141552
20.0,2165,3478.931645
15.0,2350,3488.25509
18.0,2308,3497.838395
20.0,2070,3506.374864
18.0,2091,3514.958201
20.0,1610,3521.398076
19.0,2197,3530.36929
21.0,1738,3537.632168
19.0,1666,3544.234414
19.0,1845,3551.921416
20.0,2133,3560.378351
20.0,2252,3569.679826
20.0,2130,3578.360265
18.0,1984,3586.489388
20.0,2517,3596.707366
20.0,1736,3603.873286
19.0,2257,3613.157046
20.0,2133,3622.054308
20.0,2190,3630.887642
14.0,2552,3641.443122
21.0,2527,3651.804125
20.0,2191,3660.667699
17.0,1856,3668.289569
20.0,2129,3676.731351
18.0,1921,3684.575702
20.0,2011,3692.64283
20.0,1615,3699.448335
17.0,2015,3707.56214
15.0,2460,3717.723155
20.0,2194,3726.672828
20.0,1615,3733.280908
20.0,2034,3741.432534
19.0,2209,3750.524719
20.0,1752,3757.572599
18.0,1935,3765.548194
12.0,2809,3776.765182
21.0,2531,3787.129953
19.0,2240,3796.070582
19.0,1629,3802.773416
20.0,2132,3811.444569
20.0,2002,3819.541537
21.0,2533,3829.629186
20.0,1618,3836.275349
19.0,2322,3845.597019
20.0,2212,3854.698873
20.0,1617,3861.220646
17.0,2067,3869.619238
18.0,2306,3878.966213
20.0,2188,3887.830869
21.0,2531,3898.172148
20.0,1627,3904.761948
20.0,2192,3913.734826
16.0,2314,3923.104636
20.0,2189,3932.095396
16.0,2853,3943.727941
21.0,2528,3954.08939
20.0,1613,3960.649028
20.0,2490,3970.804232
20.0,2376,3980.597326
17.0,2230,3989.830657
18.0,1874,3997.528779
17.0,2262,4006.748885
20.0,2005,4015.200809
16.0,2358,4024.720933
19.0,2572,4035.23164
20.0,1618,4041.770769
20.0,2071,4050.380455
17.0,2553,4060.695542
20.0,2002,4068.904525
20.0,1753,4075.993729
17.0,2058,4084.39668
18.0,2027,4092.760489
20.0,2554,4103.108109
19.0,2177,4111.835271
19.0,2436,4121.897395
20.0,1618,4128.243103
19.0,2207,4137.392174
17.0,2319,4146.859967
18.0,2008,4155.073202
20.0,1567,4161.58771
17.0,2178,4170.314905
20.0,1618,4176.849127
18.0,1861,4184.375501
20.0,1618,4190.971717
21.0,2529,4201.180348
19.0,2308,4210.502365
19.0,2101,4219.213792
19.0,2211,4228.082453
19.0,1865,4235.718408
20.0,2193,4244.729215
20.0,1615,4251.223364
20.0,2130,4259.783003
16.0,2242,4269.068105
20.0,2132,4277.618588
18.0,2246,4286.88375
20.0,2074,4295.389581
20.0,1615,4301.823953
18.0,2648,4312.564419
11.0,2777,4323.83533
15.0,2216,4333.021552
20.0,1592,4339.364576
18.0,2246,4348.785024
18.0,1812,4356.166254
20.0,1619,4362.622118
19.0,1760,4370.041624
18.0,2007,4378.139475
21.0,2527,4388.691155
20.0,2071,4396.919764
15.0,2198,4406.181854
21.0,2527,4416.306583
16.0,2119,4425.103999
21.0,2528,4435.234932
20.0,1617,4441.929541
18.0,2861,4453.619873
19.0,1876,4461.405085
19.0,2245,4470.322304
20.0,2042,4478.73363
19.0,1907,4486.437369
20.0,2067,4494.763756
20.0,2128,4503.51556
20.0,1614,4509.944301
18.0,2658,4520.802703
20.0,2606,4531.300767
20.0,2606,4541.892761
20.0,2195,4550.807545
20.0,1753,4558.009588
19.0,1877,4565.461918
20.0,1614,4572.010318
21.0,2532,4582.252622
20.0,2188,4591.134973
18.0,1898,4598.6552
16.0,2154,4607.308496
20.0,1749,4614.68466
18.0,1983,4622.475492
18.0,1764,4629.879601
16.0,2303,4639.135614
13.0,2493,4649.506819
19.0,1805,4656.735879
17.0,1925,4664.457624
18.0,2286,4673.718223
20.0,2341,4683.315571
20.0,1685,4690.286448
20.0,2196,4699.213712
18.0,1863,4706.95759
19.0,1804,4714.292374
18.0,1775,4721.533288
19.0,1806,4728.908752
19.0,1654,4735.656882
19.0,1740,4742.814912
17.0,1787,4750.110174
17.0,1925,4757.925333
21.0,2532,4768.199441
20.0,2592,4778.846233
21.0,2529,4789.379532
20.0,1613,4795.783191
20.0,2196,4804.767829
21.0,2533,4815.169637
18.0,2199,4824.325775
21.0,2530,4834.51072
20.0,1746,4841.774176
13.0,2717,4852.947261
20.0,1619,4859.528164
18.0,2620,4870.047844
20.0,2577,4880.639031
21.0,2533,4891.003539
21.0,2527,4901.315162
15.0,1988,4909.211344
20.0,2490,4919.461358
20.0,1683,4926.303471
19.0,1874,4933.839161
20.0,1681,4940.695324
20.0,2133,4949.187207
20.0,1614,4955.664759
20.0,1684,4962.618815
21.0,2532,4972.905854
20.0,1615,4979.454106
19.0,1743,4986.484809
19.0,1740,4993.64004
21.0,2531,5003.74685
16.0,1917,5011.593692
20.0,2134,5020.336153
16.0,2033,5028.841954
21.0,2533,5038.973701
21.0,2533,5049.461361
21.0,2528,5059.575525
20.0,1618,5066.245708
20.0,2196,5075.28533
20.0,1615,5081.903358
18.0,1729,5088.954913
19.0,1743,5095.885406
