#{"t_start": 1649547155.2971554, "env_id": "PongNoFrameskip-v4"}
r,l,t
17.0,1951,1067.084202
20.0,1589,1073.697843
20.0,1564,1079.952044
19.0,1721,1087.020049
20.0,1626,1093.58235
20.0,2001,1101.865353
12.0,2673,1112.641073
20.0,1622,1119.16309
19.0,1695,1125.990577
18.0,2212,1135.060143
20.0,2006,1143.200821
7.0,3082,1155.853756
19.0,1629,1162.416044
20.0,1562,1168.604451
15.0,2062,1177.249143
19.0,1818,1184.501275
16.0,1914,1192.293901
20.0,1623,1198.971118
17.0,1789,1206.295948
4.0,3467,1220.644285
19.0,1634,1227.253409
19.0,1697,1234.296335
19.0,2143,1242.893306
16.0,1997,1250.936779
17.0,2279,1260.050019
7.0,3053,1272.718338
15.0,2333,1282.347744
20.0,2115,1290.875044
20.0,1625,1297.44606
15.0,2015,1305.672918
14.0,2572,1316.255767
20.0,1992,1324.419437
20.0,1996,1332.548244
20.0,1616,1339.138968
19.0,2198,1348.102645
20.0,1615,1354.748639
20.0,1625,1361.310477
17.0,1931,1369.009618
20.0,1562,1375.553921
12.0,2502,1385.630381
13.0,2396,1395.541596
20.0,1564,1401.865559
21.0,1995,1410.141236
15.0,2041,1418.461379
12.0,2566,1428.830219
19.0,1730,1435.816694
20.0,1719,1442.893441
20.0,1621,1449.292337
19.0,2209,1458.223011
19.0,1755,1465.523092
20.0,2113,1474.179938
17.0,2275,1483.301834
19.0,2160,1492.164925
17.0,1871,1499.736701
19.0,1771,1506.892037
20.0,1996,1515.011343
18.0,2180,1523.825958
18.0,1876,1531.517431
18.0,1909,1539.097255
16.0,2002,1547.350804
20.0,2154,1556.015408
20.0,1625,1562.754844
19.0,1771,1569.892824
16.0,2073,1578.313705
20.0,1627,1584.960557
18.0,1813,1592.197154
18.0,1851,1599.82153
19.0,2160,1608.636343
21.0,1719,1615.695664
8.0,2805,1627.114847
14.0,2078,1635.711178
13.0,1994,1643.685157
18.0,2170,1652.588748
7.0,3262,1665.660049
18.0,1703,1672.837421
18.0,2136,1681.310449
19.0,2187,1690.31234
15.0,2428,1700.018058
9.0,2459,1710.084395
17.0,2020,1718.331162
18.0,1800,1725.643887
14.0,2349,1735.155056
19.0,1636,1741.89113
21.0,1973,1749.855503
19.0,1730,1756.820716
20.0,1561,1763.078863
20.0,2146,1771.85115
20.0,1996,1780.140994
15.0,2074,1788.492256
17.0,1802,1795.675533
19.0,2131,1804.35735
8.0,3054,1816.745378
5.0,3267,1829.79725
17.0,1827,1837.222653
20.0,1624,1843.710871
20.0,1686,1850.448074
17.0,2076,1859.074045
17.0,2230,1867.965466
16.0,2296,1877.238851
20.0,1782,1884.459225
20.0,2003,1892.531492
16.0,2310,1902.012235
19.0,2147,1910.596808
19.0,2101,1919.235751
19.0,2094,1927.648864
21.0,2091,1936.216736
18.0,1897,1943.837343
17.0,1904,1951.831447
14.0,2476,1961.923463
2.0,3255,1975.181166
20.0,1993,1983.093009
20.0,2006,1991.561544
18.0,2214,2000.384204
17.0,2031,2009.019601
20.0,2092,2017.219782
18.0,1890,2025.028125
18.0,1954,2032.806185
20.0,1829,2040.464859
19.0,1773,2047.726228
19.0,1767,2054.791347
19.0,2080,2063.470465
18.0,1887,2071.099217
20.0,1564,2077.463308
17.0,2113,2086.271213
20.0,1680,2093.042263
19.0,1768,2100.402454
19.0,1809,2107.536089
16.0,2329,2117.071107
20.0,2093,2125.526152
18.0,1977,2133.826829
19.0,1696,2140.644109
20.0,2183,2149.604902
19.0,1828,2157.066433
15.0,2073,2165.713844
18.0,2172,2174.539631
19.0,1766,2181.659787
16.0,2247,2190.948077
19.0,1630,2197.668795
20.0,2062,2206.036585
19.0,1694,2212.855038
15.0,2314,2222.326746
16.0,1926,2230.329371
19.0,1678,2237.182397
17.0,1859,2244.85904
15.0,1939,2252.818926
20.0,1618,2259.146495
20.0,2061,2267.715896
20.0,1619,2274.1609
19.0,1814,2281.560568
11.0,2453,2291.322974
19.0,2307,2300.91951
14.0,2443,2310.691743
18.0,1831,2318.350397
20.0,2117,2326.883271
16.0,2428,2336.959265
18.0,2333,2346.249863
18.0,1880,2354.201892
15.0,2584,2364.6354
18.0,1823,2372.147076
16.0,2222,2381.13503
10.0,2672,2391.964871
16.0,2207,2401.238728
20.0,2062,2409.564075
17.0,1985,2417.675938
19.0,1750,2424.799786
14.0,2188,2433.512936
18.0,2019,2441.962065
19.0,2246,2451.026848
15.0,2381,2460.691989
13.0,2709,2471.87207
19.0,1816,2479.131597
20.0,2211,2488.418844
20.0,1622,2494.967916
20.0,2278,2504.277141
18.0,2293,2513.717489
16.0,2671,2524.773798
15.0,2430,2534.712854
20.0,1675,2541.46359
18.0,2059,2549.945388
20.0,2297,2559.283542
14.0,2428,2569.149261
19.0,1684,2576.135323
20.0,1624,2582.798149
20.0,1625,2589.377212
18.0,2182,2598.222492
19.0,2137,2606.910145
20.0,2236,2616.038875
19.0,2123,2624.569638
17.0,1989,2632.503991
20.0,2190,2641.494291
19.0,1785,2648.646839
17.0,1982,2656.630684
19.0,2134,2665.212063
18.0,1755,2672.406338
19.0,2137,2681.037538
19.0,2189,2689.776311
19.0,2209,2698.980096
20.0,1620,2705.411527
19.0,2174,2714.343725
20.0,2225,2723.327064
19.0,2124,2732.137104
18.0,1702,2738.804662
20.0,1621,2745.506974
19.0,2312,2754.990457
20.0,1627,2761.683787
20.0,1623,2768.380243
20.0,1594,2774.920002
16.0,2646,2785.719337
20.0,1622,2792.407976
19.0,1773,2799.664963
20.0,2048,2808.100071
21.0,2116,2816.616439
18.0,1842,2824.221783
21.0,2050,2832.311133
15.0,2582,2842.703724
20.0,1617,2849.165622
19.0,2316,2858.540452
20.0,2097,2866.880732
18.0,2190,2875.861938
16.0,2057,2884.217328
19.0,1787,2891.532048
19.0,2061,2900.022583
20.0,2159,2908.780545
20.0,1627,2915.386342
15.0,2671,2926.306007
18.0,2223,2935.180728
14.0,2094,2943.74715
20.0,2012,2951.968361
18.0,2425,2962.020607
19.0,2255,2971.197892
17.0,2552,2981.649892
20.0,1564,2987.92805
20.0,1614,2994.584416
20.0,2102,3003.264791
20.0,1625,3009.601074
20.0,1624,3016.384152
14.0,2785,3027.663291
19.0,2022,3036.002942
20.0,2004,3044.050236
20.0,1626,3050.712476
20.0,1623,3057.270048
20.0,2128,3065.818568
20.0,2509,3076.127107
20.0,1566,3082.418801
12.0,2844,3093.970194
14.0,2459,3104.008464
19.0,2177,3112.925437
18.0,1758,3120.15792
19.0,1903,3127.921594
20.0,1563,3134.285309
20.0,2006,3142.479068
19.0,1862,3150.016898
17.0,1852,3157.658377
20.0,1616,3164.184377
19.0,2229,3173.482538
20.0,2131,3181.918759
18.0,1739,3189.206606
18.0,1831,3196.778579
20.0,1567,3203.402376
20.0,1623,3209.923703
20.0,2158,3218.950875
12.0,2768,3230.304177
20.0,1613,3236.869071
19.0,1750,3244.159795
20.0,2071,3252.680325
20.0,1616,3259.363752
18.0,1844,3266.827488
20.0,2566,3277.352943
18.0,1828,3284.649254
18.0,2239,3293.904327
14.0,2374,3303.466835
19.0,2087,3312.177648
20.0,1566,3318.575477
20.0,2194,3327.487396
19.0,2167,3336.413804
20.0,1582,3342.862706
14.0,2419,3352.654269
19.0,2058,3360.982361
16.0,2639,3371.809205
19.0,1842,3379.306817
19.0,1751,3386.584301
20.0,2324,3396.083386
19.0,1869,3403.746868
14.0,2357,3413.36683
20.0,2003,3421.514025
12.0,2481,3431.673779
18.0,1725,3438.54636
20.0,1739,3445.944106
19.0,2243,3454.852701
19.0,1695,3461.767396
19.0,2330,3471.074005
19.0,2167,3479.877471
16.0,2300,3489.151494
18.0,2752,3500.333941
20.0,2132,3509.168541
20.0,2133,3517.92986
20.0,1618,3524.433846
8.0,3407,3538.511578
20.0,2004,3546.510938
18.0,2321,3556.069564
20.0,2133,3564.665435
20.0,1737,3571.921718
18.0,1837,3579.255675
20.0,1617,3585.911687
20.0,2134,3594.502629
21.0,1969,3602.71744
20.0,1615,3609.259893
19.0,2273,3618.726458
17.0,2805,3630.195051
20.0,2611,3640.93977
19.0,1876,3648.501555
18.0,1995,3656.638962
20.0,1615,3663.18992
20.0,1626,3669.876066
20.0,1752,3676.9714
20.0,1618,3683.386856
20.0,2503,3693.678854
20.0,2263,3702.91608
20.0,2119,3711.566354
21.0,2530,3721.95456
21.0,2527,3732.206785
17.0,2283,3741.477232
20.0,2131,3750.314668
19.0,2644,3760.87838
21.0,2093,3769.462555
21.0,2531,3779.736707
18.0,2161,3788.399506
16.0,2339,3797.861685
20.0,2034,3806.270286
20.0,2005,3814.228616
21.0,2532,3824.500688
15.0,2205,3833.26033
20.0,1705,3840.317713
21.0,2530,3850.446639
21.0,2528,3860.83257
21.0,2533,3871.127476
18.0,2311,3880.47589
21.0,2527,3890.85283
19.0,2319,3900.20957
21.0,2533,3910.458931
18.0,1910,3918.22541
18.0,2203,3927.136055
14.0,2498,3937.438138
17.0,1959,3945.398519
20.0,1753,3952.714254
20.0,1618,3959.35064
19.0,1690,3966.156492
21.0,2527,3976.435776
20.0,1618,3983.207006
21.0,2528,3993.593719
20.0,2057,4002.028364
20.0,2072,4010.528674
20.0,1567,4017.153048
20.0,1616,4023.575445
19.0,2087,4032.217487
20.0,2133,4040.767804
20.0,1618,4047.495212
20.0,1619,4054.057558
20.0,1885,4061.762922
20.0,2134,4070.496322
21.0,2530,4080.758818
19.0,2037,4089.213372
20.0,2038,4097.517415
20.0,2195,4106.287527
21.0,2050,4114.603278
14.0,2524,4124.95539
17.0,2704,4135.856554
21.0,2530,4146.320652
17.0,1830,4153.766204
20.0,2003,4162.077572
19.0,1927,4169.799409
13.0,2520,4180.012174
16.0,2232,4189.011575
20.0,2314,4198.381377
16.0,2121,4206.904909
19.0,1710,4213.96809
20.0,1750,4221.064511
20.0,1681,4227.932888
20.0,1615,4234.468188
21.0,2532,4244.863924
20.0,1752,4252.002508
16.0,2134,4260.580697
16.0,2333,4270.146369
17.0,2046,4278.397128
20.0,1609,4285.175567
21.0,1631,4291.634964
18.0,2481,4301.73252
19.0,1907,4309.415503
17.0,2180,4318.399827
19.0,1827,4325.705634
19.0,1876,4333.51147
19.0,1896,4341.262471
20.0,1616,4347.922267
19.0,1751,4355.02667
20.0,1615,4361.431666
20.0,2128,4370.461177
20.0,1752,4377.524817
20.0,2069,4385.999399
19.0,2209,4395.004136
20.0,2626,4406.025697
19.0,1806,4413.148555
21.0,2533,4423.640957
16.0,2382,4433.235364
20.0,2069,4441.623748
20.0,2196,4450.616767
18.0,1923,4458.437634
19.0,2537,4468.821181
20.0,1753,4476.010588
19.0,1842,4483.401195
20.0,2132,4491.954504
20.0,2067,4500.484901
20.0,2501,4510.668716
16.0,2126,4519.19733
19.0,1651,4525.854666
20.0,2067,4534.353477
17.0,2173,4543.051435
19.0,1875,4550.754454
19.0,2389,4560.353982
20.0,2130,4569.055464
19.0,1741,4576.099068
20.0,1681,4582.83508
20.0,2492,4592.853563
19.0,2627,4603.42771
18.0,1799,4610.88551
19.0,1744,4617.880554
20.0,1618,4624.546085
20.0,2210,4633.619159
19.0,1874,4641.160985
20.0,1750,4648.457207
20.0,1613,4654.848223
17.0,2008,4662.957977
20.0,2133,4671.512155
18.0,1932,4679.498985
20.0,2190,4688.600628
20.0,2160,4697.283262
21.0,2527,4707.684976
15.0,2082,4716.186032
19.0,1755,4723.508176
20.0,2029,4731.771173
19.0,1739,4738.815892
20.0,2215,4747.982365
20.0,2156,4756.731019
21.0,2533,4766.880608
21.0,2533,4777.253946
19.0,1753,4784.592122
20.0,1613,4791.114107
20.0,2612,4801.733757
19.0,1652,4808.501069
20.0,1608,4815.129174
20.0,1618,4821.823416
20.0,2127,4830.507186
17.0,2054,4838.861036
21.0,2528,4849.236527
20.0,2500,4859.550339
19.0,2583,4869.942531
20.0,1684,4876.921387
17.0,1880,4884.654316
17.0,1884,4892.237044
20.0,2258,4901.426512
19.0,1805,4908.633377
16.0,2062,4917.01831
21.0,2533,4927.37013
21.0,2533,4937.607911
20.0,2134,4946.103863
20.0,2196,4955.006445
20.0,1618,4961.681943
21.0,2528,4971.90967
19.0,1740,4979.109693
20.0,1686,4985.861156
20.0,2213,4994.917
21.0,2530,5005.057937
20.0,2191,5014.083132
16.0,2212,5023.052956
20.0,2192,5032.142095
20.0,2283,5041.255746
21.0,2571,5051.898189
20.0,2553,5062.197017
18.0,1798,5069.531421
18.0,1795,5076.869834
20.0,2192,5085.869281
21.0,2529,5096.031693
